latitude,longitude,block,street_name
1.45614942042553,103.801273599229,1,WOODLANDS AVE 8
1.44032100147663,103.840575731125,1,YISHUN AVE 7
1.32644786405981,103.949837350193,10,BEDOK CL
1.31404943473695,103.799002999372,10,BELMONT RD
1.26818174470201,103.811220361499,10,BUKIT CHERMIN RD
1.35461889280578,103.709381268751,10,BULIM AVE
1.32727572366025,103.924803599281,10,CHAI CHEE RD
1.32019924927332,103.969615863691,10,CHANGI COAST WALK
1.33188110437518,103.961810713849,10,CHANGI STH ST 2
1.32928106709355,103.965621100382,10,CHANGI STH ST 3
1.31627181622192,103.791090450372,10,CORONATION RD WEST
1.39045121589086,103.838554564507,10,COUNTRYSIDE RD
1.38845618977448,103.840143411454,10,COUNTRYSIDE VIEW
1.30517377563069,103.887411367968,10,CRANBORNE RD
1.30100873824915,103.780125250887,10,DOVER DR
1.35808480273242,103.868722136833,10,GRACE WALK
1.31022755759404,103.666062793794,10,GUL CRES
1.34028645861183,103.954378644677,10,HARVEY CRES
1.31259572351346,103.848059046658,10,HERTFORD RD
1.27440237551244,103.841694971187,10,HOE CHIANG RD
1.35899251201535,103.874677704287,10,HONG LEE PLACE
1.33111144027884,103.883451991991,10,JLN BELANGKAS
1.31153425796724,103.798592110203,10,JLN KELABU ASAP
1.31597972649514,103.760248017194,10,JLN LEMPENG
1.32216712356675,103.947064874538,10,JLN LIMAU BALI
1.3462793542463,103.961680147058,10,JLN PELATOK
1.34703535735639,103.960399053087,10,JLN SEGAM
1.35841740013852,103.87874488328,10,JANSEN CL
1.27973393192698,103.841939804849,10,JIAK CHUAN RD
1.30528819193753,103.765278363761,10,JUBILEE RD
1.32006715152397,103.9495354031,10,KEW WALK
1.24916889703283,103.840117304341,10,LAKESHORE VIEW
1.32497907561225,103.693047869731,10,LOK YANG WAY
1.3160216212754,103.928665258969,10,LOR ABU TALIB
1.31279514948366,103.907340961739,10,LOR J TELOK KURAU
1.31944192387385,103.911852398846,10,LOR MYDIN
1.36056048446877,103.871962342638,10,MARLENE AVE
1.34476099229046,103.861575311191,10,MUSWELL HILL
1.30555234047793,103.863562821016,10,NTH BRIDGE RD
1.3307547336777,103.79119136278,10,OAK AVE
1.42663094830836,103.779012141735,10,OAKWOOD GROVE
1.30556422856129,103.759275921683,10,PANDAN CRES
1.31213807181706,103.693443874491,10,PIONEER CRES
1.27349381580812,103.833356053435,10,RAEBURN PK
1.31666192148852,103.942157616807,10,RIVIERA DR
1.28850160934467,103.779543359342,10,SCIENCE PK RD
1.30610434805414,103.906081349094,10,SEA AVE
1.32580825364565,103.812516919467,10,SHELFORD RD
1.30324568857859,103.684398733085,10,SHIPYARD CRES
1.39733870432412,103.82047664926,10,SPRINGLEAF VIEW
1.40278434430597,103.818970223082,10,SPRINGSIDE AVE
1.30821411613824,103.906958530494,10,STANGEE PLACE
1.32949855693457,103.768449783962,10,SUNSET VALE
1.31126118749799,103.799066689598,10,TAMAN WARNA
1.37702511132462,103.921268154753,10,TAMPINES INDUSTRIAL DR
1.30448405644091,103.738581144031,10,TG PENJURU
1.32423917499799,103.741627797485,10,TEBAN GDNS CRES
1.31392464271427,103.901320804794,10,TEMBELING LANE
1.36202213850334,103.879619314505,10,TEOW HOCK AVE
1.33651531368146,103.751184289414,10,TOH GUAN RD EAST
1.32360713836171,103.657160503419,10,TUAS DR 2
1.33555153012787,103.644589591582,10,TUAS WEST RD
1.32477572499782,103.715763633532,10,TUKANG INNOVATION DR
1.3337936060386,103.88216761942,10,UPP ALJUNIED LINK
1.30334022996533,103.895630871478,10,WILKINSON RD
1.45274838732666,103.804032611359,10,WOODLANDS WALK
1.33921352804892,103.691234129337,10,YUNNAN WALK 2
1.36408356690772,103.772344989492,100,DAIRY FARM RD
1.33605520914393,103.800355937657,100,ENG NEO AVE
1.27542965698064,103.795763658167,100,PASIR PANJANG RD
1.30777145209342,103.855845600577,100,ROWELL RD
1.33713362744608,103.770990490377,100,TOH YI DR
1.28491289885773,103.812794298108,1001,JLN BT MERAH
1.28418087307595,103.812599363917,1002,JLN BT MERAH
1.28347723784606,103.813718091863,1003,BUKIT MERAH CENTRAL
1.34361382256619,103.846917053704,1004,TOA PAYOH NTH
1.36254276452965,103.887233438924,1005B,UPP SERANGOON RD
1.34301449662647,103.845972119102,1008,TOA PAYOH NTH
1.31167652393349,103.891826503128,100A,LIM AH WOO RD
1.33711180651388,103.771267553278,100B,TOH YI DR
1.37534764288001,104.003218174754,101,ALPS AVE
1.38938144466762,103.840231410133,101,COUNTRYSIDE RD
1.30572960681656,103.904243894273,101,EAST COAST RD
1.31724995202929,103.805978975794,101,EMPRESS RD
1.31507857217792,103.913630343042,101,JOO CHIAT WALK
1.32238872384701,103.646719752884,101,PIONEER RD
1.32581103861401,103.69201886723,101,SECOND LOK YANG RD
1.38653315159624,103.872575768614,101,SELETAR HILLS DR
1.31365990190345,103.928804040739,101,UPP EAST COAST RD
1.32280841590175,103.646280351648,101A,PIONEER RD
1.30751402196561,103.837322887522,102,CAIRNHILL RD
1.3216248060922,103.797029630982,102,CORONATION RD WEST
1.33604695434643,103.800105607328,102,ENG NEO AVE
1.30735477944914,103.900976200039,102,MARSHALL RD
1.32609618117436,103.702297770689,102,NEYTHAL RD
1.31390528374064,103.898128838277,102,ONAN RD
1.31827934109291,103.849727118786,102,SHREWSBURY RD
1.43061830395074,103.828762985019,102,YISHUN AVE 5
1.34565894180143,103.771373644204,102,YUK TONG AVE
1.33606930511203,103.893165475744,1026,TAI SENG AVE
1.31148064592365,103.89957728488,103,CARPMAEL RD
1.31103198203731,103.904167432868,103,EVERITT RD
1.31077804764445,103.801486407028,103,HOLLAND RD
1.31707238711076,103.913054909427,103,LOR H TELOK KURAU
1.33939447540605,103.691465316889,103,YUNNAN CRES
1.39825531783984,103.904753996381,103A,EDGEFIELD PLAINS
1.39773127538405,103.90468537415,103B,EDGEFIELD PLAINS
1.27582917777052,103.825135330977,103C,BUKIT TERESA RD
1.3972666084539,103.90453836308,103C,EDGEFIELD PLAINS
1.34977985500928,103.832695825062,104,TAMAN PERMATA
1.31678325621904,103.844860029526,104,THOMSON RD
1.3968057047795,103.905054187798,104A,EDGEFIELD PLAINS
1.39660886204202,103.905303792463,104B,EDGEFIELD PLAINS
1.32366238633578,103.793687352082,105,JLN HAJI ALIAS
1.29073419327104,103.798364416355,105,JLN HANG JEBAT
1.31708281517674,103.913167074157,105,LOR H TELOK KURAU
1.32708540443677,103.765863488625,105,SUNSET WAY
1.34806935286298,103.885948339395,105,TAI KENG GDNS
1.33732481114566,103.691292160752,105,YUNNAN DR 3
1.36472762000261,103.974739309638,1055,UPP CHANGI RD NTH
1.39694133156221,103.905729497383,105A,EDGEFIELD PLAINS
1.39720646427032,103.906002280084,105B,EDGEFIELD PLAINS
1.39767203537132,103.905598767902,105C,EDGEFIELD PLAINS
1.32713840369099,103.765186675038,105C,SUNSET WAY
1.39717530895927,103.905229593145,105D,EDGEFIELD PLAINS
1.30361772826278,103.888678786069,106,BRANKSOME RD
1.23896176630433,103.833708996364,106,COVE DR
1.4061918794362,103.824045449439,106,SPRINGSIDE VIEW
1.3506250718775,103.883915410993,106K,AH SOO WALK
1.35073122697623,103.883920780652,106L,AH SOO WALK
1.31511347068124,103.913823071438,107,JOO CHIAT WALK
1.31318993514749,103.843309170692,107,KG JAVA RD
1.33738092366357,103.691248293723,107,YUNNAN DR 3
1.39719879396477,103.906825785664,107A,EDGEFIELD PLAINS
1.39683723523599,103.907248151565,107B,EDGEFIELD PLAINS
1.39662152089141,103.907600724822,107C,EDGEFIELD PLAINS
1.35964246386085,103.880305291501,107C,HIGHLAND RD
1.39623803491801,103.908007315128,107D,EDGEFIELD PLAINS
1.35999517557591,103.880000383584,107J,HIGHLAND RD
1.30285129880779,103.888413806683,108,ARTHUR RD
1.31196007855453,103.913535797525,108,LOR L TELOK KURAU
1.27954844710104,103.848970997768,108,ROBINSON RD
1.40406300209997,103.82184484393,108,SPRINGSIDE AVE
1.3169185995813,103.844814439267,108,THOMSON RD
1.43232355080914,103.829071971177,108,YISHUN RING RD
1.45653112393257,103.835499860285,1080,SEMBAWANG RD
1.34700376747991,103.746170410388,109,BUKIT BATOK WEST AVE 6
1.29803598382749,103.838851026835,109,KILLINEY RD
1.31356371175324,103.85292050354,109,OWEN RD
1.28002464375287,103.821389337729,1090,LOWER DELTA RD
1.28085642738794,103.822200703784,1092,LOWER DELTA RD
1.28165107228555,103.822479989917,1093,LOWER DELTA RD
1.36012657290228,103.880400270935,109C,HIGHLAND RD
1.30598746271239,103.907563529358,10A,CHAPEL RD
1.31112314914926,103.918170843406,10A,COLDSTREAM AVE
1.34483649044637,103.872087924895,10A,EDEN GROVE
1.31345903166469,103.833491679607,10A,GOODWOOD HILL
1.43758112107773,103.827292520773,10A,JLN HIKAYAT
1.32218966637217,103.947115678547,10A,JLN LIMAU BALI
1.35897454919379,103.87803369424,10A,JANSEN RD
1.36033086298524,103.882831997799,10A,KOVAN RD
1.31108767909211,103.908429478724,10A,LOR L TELOK KURAU
1.31547115991317,103.785473425064,10A,MOUNT SINAI LANE
1.34473602324679,103.861453495714,10A,MUSWELL HILL
1.31836782711164,103.826382959249,10A,ROBIN CL
1.32582781535553,103.864235094571,10A,ST. MICHAEL'S RD
1.35944187477713,103.881936055504,10B,FLOWER RD
1.32933135667309,103.907453327414,10B,JLN RIMAU
1.36464196025895,103.877804422074,10B,PARRY AVE
1.30865092927439,103.92283596083,10C,EAST COAST AVE
1.30530648947378,103.765454680434,10C,JUBILEE RD
1.32397702558621,103.912625810084,10C,LENGKONG TIGA
1.33778288824834,103.819808462758,10C,LORNIE RD
1.36794274947587,103.88257055841,10D,ROBEY CRES
1.31452664024401,103.92881851621,10E,JLN ULU SIGLAP
1.33773224638915,103.765088841865,10E,TOH TUCK CRES
1.36056474598888,103.882566577887,10F,KOVAN RD
1.36161162543829,103.875083238347,10F,LEITH RD
1.35967851386011,103.881672523177,10H,FLOWER RD
1.30212083885898,103.903492307269,10P,EAST COAST RD
1.32048966771666,103.793556303518,11,ASTRID HILL
1.29539980304736,103.855216630401,11,BEACH RD
1.30515583574762,103.894788733526,11,BOSCOMBE RD
1.32069796495527,103.838954564005,11,BUKIT TUNGGAL RD
1.32803731718351,103.814920300103,11,CAMDEN PK
1.32691137466795,103.924883893296,11,CHAI CHEE RD
1.32872604426222,103.966388733585,11,CHANGI STH ST 3
1.36069295597029,103.867073311114,11,CHUAN LINK
1.31879345625782,103.813545563874,11,CLUNY PK
1.32312189049561,103.809295505559,11,CORONATION WALK
1.388616563127,103.839994178787,11,COUNTRYSIDE PLACE
1.24659857486168,103.838344777122,11,COVE DR
1.36038508900314,103.875757214631,11,DIX RD
1.32250659307889,103.812033627958,11,DUKE'S RD
1.31007144725838,103.907024002988,11,DUKU LANE
1.32375966569673,103.957006048579,11,EASTWOOD WAY
1.35793784839287,103.877726071386,11,EE TEOW LENG RD
1.3337325809139,103.717394357673,11,FOURTH CHIN BEE RD
1.3085697318512,103.899554487874,11,HAIG AVE
1.30921420572135,103.898855813737,11,HAIG LANE
1.31602190715352,103.915571742471,11,HARTLEY GROVE
1.33790461289208,103.954962735219,11,HARVEY AVE
1.46103682246966,103.839006682655,11,INGGU RD
1.32972236237262,103.949551726999,11,JLN CHEMPAKA PUTEH
1.34569452238592,103.869778284054,11,JLN LATEH
1.31377409059949,103.936659136867,11,JLN POKOK SERUNAI
1.32962177325174,103.907257884366,11,JLN PUNAI
1.33622986009184,103.789365764846,11,JLN SENANDONG
1.31949992770153,103.849900554786,11,JLN TAN TOCK SENG
1.35867226955742,103.877817452465,11,JANSEN RD
1.31534305415589,103.868321269812,11,KALLANG PLACE
1.32006226452668,103.950059244738,11,KEW WALK
1.3104973272797,103.822586185823,11,LADY HILL RD
1.3636510397513,103.887458925158,11,LIM AH PIN RD
1.44307364622576,103.721723285233,11,LIM CHU KANG LANE 6F
1.31370689651105,103.888506274567,11,LOR 36 GEYLANG
1.31083933106465,103.876109633987,11,LOR 4 GEYLANG
1.31935599061454,103.911483488319,11,LOR MYDIN
1.37327576568865,103.97083452091,11,LOYANG WAY
1.31219051180164,103.842289398049,11,MAKEPEACE RD
1.32488718599683,103.833753083657,11,MALCOLM RD
1.32219881426744,103.835713661398,11,MOUNT ROSIE RD
1.30483258588128,103.900863639089,11,MUGLISTON RD
1.38539241417896,103.867048456475,11,NERAM CRES
1.30150488959072,103.758476314664,11,PANDAN CRES
1.30146496581905,103.753059114051,11,PANDAN RD
1.31363016652274,103.893161170351,11,PEBBLE LANE
1.32029747452043,103.700697687283,11,PIONEER TURN
1.35902678555666,103.873451365725,11,PLANTATION AVE
1.30171476148092,103.888965298359,11,RINGWOOD RD
1.31015527698404,103.893153400513,11,ROSE LANE
1.36175346528974,103.877613198636,11,ROSYTH AVE
1.36197336080264,103.877969513084,11,SANDILANDS RD
1.30606307338924,103.907047869083,11,SEA AVE
1.3372775239318,103.95325524703,11,SEA BREEZE GROVE
1.32823445702278,103.799533640619,11,SECOND AVE
1.33207782812976,103.71373633402,11,SECOND CHIN BEE RD
1.33833023149152,103.785876179663,11,SIAN TUAN AVE
1.3266905320807,103.683622374048,11,SIXTH LOK YANG RD
1.34433007373326,103.869702561405,11,SOMMERVILLE RD
1.40414212876543,103.819688751289,11,SPRINGSIDE DR
1.33923286031104,103.959079159037,11,SUNBIRD AVE
1.35633466094901,103.940893393025,11,TAMPINES CONCOURSE
1.36217064527487,103.879920698807,11,TEOW HOCK AVE
1.32836515532396,103.79856458698,11,THIRD AVE
1.28108025745122,103.835736510976,11,THIRD HOSPITAL AVE
1.34273171763983,103.884159009482,11,THRIFT DR
1.31650580282488,103.636648717018,11,TUAS STH AVE 5
1.28960452539298,103.630484714746,11,TUAS VIEW CRES
1.30332196881119,103.848641024504,11,UPP WILKIE RD
1.3462527506933,103.870694116155,11,WOLSKEL RD
1.2914872023715,103.819826980945,110,ALEXANDRA RD
1.32094207593228,103.949688724536,110,KEW DR
1.41075173882982,103.867798884184,110,SELETAR AEROSPACE VIEW
1.31958345193325,103.94069039228,110,SENNETT AVE
1.30191237401721,103.888339377879,110E,ARTHUR RD
1.28208559676051,103.847501716443,111,AMOY ST
1.31129504552476,103.89970021347,111,CARPMAEL RD
1.29972191525993,103.836622480022,111,DEVONSHIRE RD
1.39667788621415,103.906579135419,111,EDGEFIELD PLAINS
1.30505879816493,103.839235848753,111,EMERALD HILL RD
1.35994281374995,103.88078339697,111,HIGHLAND RD
1.31033156327581,103.861714990748,111,KING GEORGE'S AVE
1.32676888720445,103.837860598653,111B,WHITLEY RD
1.3219482986476,103.797759554391,112,CORONATION RD WEST
1.39624516914489,103.907087268008,112,EDGEFIELD PLAINS
1.3352244145059,103.799471270688,112,ENG NEO AVE
1.30520649898452,103.905044759343,112,EAST COAST RD
1.32738554650686,103.642935941688,112,PIONEER RD
1.35765508029221,103.887359968988,112,SURIN AVE
1.2707492140411,103.813274812773,112,WISHART RD
1.31126909177769,103.901763043272,112E,TEMBELING RD
1.33036165024601,103.935081017472,113,BEDOK NTH ST 2
1.35997964400551,103.880821874407,113,HIGHLAND RD
1.31089766751623,103.800244971964,113,HOLLAND RD
1.32999508876246,103.81871820441,113,UNIVERSITY RD
1.33050521254382,103.93581688525,114,BEDOK NTH ST 2
1.39579971783123,103.907555598729,114,EDGEFIELD PLAINS
1.39029655014133,103.835226647492,114,LENTOR ST
1.31395140935935,103.912763598872,114,LOR J TELOK KURAU
1.30754761424806,103.856189240412,114,ROWELL RD
1.31979144337937,103.940761101153,114,SENNETT AVE
1.40414521651537,103.82198728948,114,SPRINGSIDE AVE
1.34732855538969,103.885069757262,114,TAI KENG GDNS
1.27084239681447,103.813127759035,114,WISHART RD
1.39512854654355,103.907258380479,115,EDGEFIELD PLAINS
1.32684647674763,103.911738853464,115,LENGKONG DUA
1.31391069500707,103.898542569118,115,ONAN RD
1.38615160281032,103.871887518152,115,SELETAR HILLS DR
1.3110714645991,103.899857525974,115A,CARPMAEL RD
1.23857124734983,103.832655229683,116,COVE DR
1.39541568018682,103.906912210986,116,EDGEFIELD PLAINS
1.33531477413389,103.799205613284,116,ENG NEO AVE
1.30663305840202,103.847339635701,116,MACKENZIE RD
1.31990379811942,103.940864530825,116,SENNETT AVE
1.38592064147515,103.85698478473,116,SUNRISE AVE
1.27100100454671,103.812881745003,116A,WISHART RD
1.28430105508163,103.821907213378,117,BUKIT MERAH VIEW
1.36157867505366,103.866172684347,117,CHUAN DR
1.32245143493078,103.798057783939,117,CORONATION RD WEST
1.2997266948105,103.83648808861,117,DEVONSHIRE RD
1.39578735172081,103.9066178087,117,EDGEFIELD PLAINS
1.31260826837376,103.917084229136,117,GREENFIELD DR
1.33509694926927,103.723073150935,117,HO CHING RD
1.31384748058346,103.898665366177,117,ONAN RD
1.33538115974342,103.722906605661,118,CORPORATION DR
1.39620706577545,103.906147061259,118,EDGEFIELD PLAINS
1.31045688756368,103.904081394839,118,EVERITT RD
1.31362750634555,103.903543878156,118,JOO CHIAT PLACE
1.31384190142398,103.899026099289,118,JOO CHIAT RD
1.45695200034691,103.831699967181,118,KING'S AVE
1.33692554882563,103.767494655195,118A,LOR KISMIS
1.23814621763793,103.833276868889,119,COVE DR
1.31133209291574,103.799899249612,119,HOLLAND RD
1.31365084329249,103.899542987477,119,JOO CHIAT RD
1.31409176228208,103.844233251116,119,KENG LEE RD
1.31448436501633,103.798504001911,11A,BELMONT RD
1.36215495623792,103.869751285803,11A,BRIGHTON CRES
1.35798510626555,103.877765179924,11A,EE TEOW LENG RD
1.338250969251,103.955293730614,11A,JLN ANGIN LAUT
1.32247313511361,103.91638955697,11A,JLN SENANG
1.32271043725401,103.796915593981,11A,JLN SIANTAN
1.31440565040586,103.927631144099,11A,JLN ULU SIGLAP
1.32771101415912,103.91339037898,11A,LENGKONG LIMA
1.32256866668723,103.792103363965,11A,LIM TAI SEE WALK
1.31796214522688,103.9099473971,11A,LOR 110 CHANGI
1.32207552944545,103.835872344689,11A,MOUNT ROSIE RD
1.32796534550847,103.799291063205,11A,SECOND AVE
1.3104852034946,103.909268074998,11B,LOR M TELOK KURAU
1.3301672934186,103.870079324527,11B,PUAY HEE AVE
1.36294176445454,103.875458346764,11B,ROSYTH RD
1.36208114708402,103.877975018002,11B,SANDILANDS RD
1.36110675453122,103.880904579679,11C,RICHARDS PLACE
1.36110675453122,103.880904579679,11C,RICHARDS PLACE
1.36293883964358,103.875519163777,11C,ROSYTH RD
1.31191076976163,103.832022141178,11C,STEVENS RD
1.28124607363732,103.845451975926,12,ANN SIANG RD
1.32110310080968,103.936900156912,12,BEDOK STH AVE 2
1.3025966797461,103.89564886861,12,BOURNEMOUTH RD
1.29600118643133,103.823893874446,12,CABLE RD
1.33144815335546,103.95213352778,12,CHANGI STH LANE
1.33241124364798,103.792061543626,12,CHERRY AVE
1.33547464177113,103.714174517122,12,CHIN BEE DR
1.31118121892625,103.918303404961,12,COLDSTREAM AVE
1.32259601329358,103.811705393889,12,DUKE'S RD
1.34584941677612,103.861248005799,12,DUNSFOLD DR
1.32221769854412,103.904151586269,12,EUNOS CRES
1.3126727396487,103.893278979748,12,GRAY LANE
1.41577620990098,103.757778399524,12,JLN DINDING
1.31675236546619,103.794447528444,12,JLN HARUM
1.31649126008143,103.760776312056,12,JLN LEMPENG
1.30904363901775,103.798785684955,12,JLN PUTEH JERNEH
1.32927471111417,103.907575542859,12,JLN RIMAU
1.32411427885029,103.818957918238,12,JLN TEMPUA
1.35927352226678,103.877815657804,12,JANSEN RD
1.30534269140438,103.765543535654,12,JUBILEE RD
1.32048469404629,103.947541726834,12,KEW AVE
1.31959634062504,103.950774134507,12,KEW CRES
1.31934178797052,103.953026524549,12,KEW DR
1.33315826099108,103.692325618802,12,KIAN TECK CRES
1.31361851005199,103.797827785995,12,LEEDON RD
1.32777697553308,103.913792132134,12,LENGKONG LIMA
1.32253943818989,103.95160539757,12,LIMAU GROVE
1.33790637043139,103.819840393645,12,LORNIE RD
1.32633996499751,103.871573049012,12,LOR BAKAR BATU
1.32773086884031,103.884361711753,12,MERPATI RD
1.34470903680218,103.861330258595,12,MUSWELL HILL
1.24101112471417,103.835626315503,12,PEARL ISLAND
1.32337748258256,103.851374276328,12,PEGU RD
1.32220569097537,103.810493286858,12,QUEEN'S RD
1.31360140714404,103.904787159071,12,RAMBUTAN RD
1.30117774225719,103.889357475413,12,RINGWOOD RD
1.31806626840213,103.826687478914,12,ROBIN CL
1.31066374547461,103.89301967148,12,ROSE LANE
1.33630210492642,103.81970891563,12,SIME RD
1.39735244308893,103.82054786094,12,SPRINGLEAF VIEW
1.30819768379505,103.906899249069,12,STANGEE PLACE
1.32647433399316,103.767966122812,12,SUNSET HEIGHTS
1.40383797977211,103.869318897644,12,SUSSEX GARDEN
1.34748095287998,103.885361044609,12,TAI KENG AVE
1.33710194502046,103.890655668763,12,TAI SENG LINK
1.37722302110795,103.831442169431,12,THOMSON HEIGHTS
1.31940172570955,103.660064591707,12,TUAS RD
1.30929796980806,103.629285290285,12,TUAS STH ST 2
1.32434916146832,103.714711049801,12,TUKANG INNOVATION DR
1.28855876954832,103.84809736366,12,UPP CIRCULAR RD
1.30534667316109,103.886186907603,12,WIMBORNE RD
1.44823358799677,103.805801847896,12,WOODLANDS LOOP
1.27657370026104,103.841998255962,12,YAN KIT RD
1.30349768122877,103.88677008082,120,BRANKSOME RD
1.32167079290326,103.79827652413,120,CORONATION RD WEST
1.27907646494987,103.848683850888,120,ROBINSON RD
1.31627845950805,103.873851151112,1208,UPP BOON KENG RD
1.33453659927801,103.944489088157,120A,JLN PARI BURONG
1.35949882384887,103.975790800791,120G,TANAH MERAH BESAR LANE
1.35950423395943,103.975964696754,120J,TANAH MERAH BESAR LANE
1.28308431759537,103.822804896509,121,BUKIT MERAH VIEW
1.2812866074713,103.848144205365,121,TELOK AYER ST
1.31529218050089,103.909840135985,121,TELOK KURAU RD
1.32610731988377,103.83684952382,121,WHITLEY RD
1.43385168190225,103.803439606089,121,WOODLANDS AVE 5
1.33570402533127,103.724078165253,121,YUAN CHING RD
1.31013481466366,103.899749735203,122,CEYLON RD
1.32310578883356,103.803382282422,122,CORONATION RD
1.38606446200454,103.838811968554,122,LENTOR GREEN
